1	15	20
1	1	21
1	2	21
1	3	21
1	4	21
1	5	21
1	6	21
1	7	21
1	8	21
1	9	21
1	10	21
1	11	21
1	12	21
1	13	21
1	14	21
1	15	21
1	1	22
1	2	22
1	3	22
1	4	22
1	5	22
1	6	22
1	7	22
1	8	22
1	9	22
1	10	22
1	11	22
1	12	22
1	13	22
1	14	22
1	15	22
1	1	23
1	2	23
1	3	23
1	4	23
1	5	23
1	6	23
1	7	23
1	8	23
1	9	23
1	10	23
1	11	23
1	12	23
1	13	23
1	14	23
1	15	23
1	1	24
1	2	24
1	3	24
1	4	24
1	5	24
1	6	24
1	7	24
1	8	24
1	9	24
1	10	24
1	11	24
1	12	24
1	13	24
1	14	24
1	15	24
1	1	25
1	2	25
1	3	25
1	4	25
1	5	25
1	6	25
1	7	25
1	8	25
1	9	25
1	10	25
1	11	25
1	12	25
1	13	25
1	14	25
1	15	25
1	1	26
1	2	26
1	3	26
1	4	26
1	5	26
1	6	26
1	7	26
1	8	26
1	9	26
1	10	26
1	11	26
1	12	26
1	13	26
1	14	26
1	15	26
1	1	27
1	2	27
1	3	27
1	4	27
1	5	27
1	6	27
1	7	27
1	8	27
1	9	27
1	10	27
1	11	27
1	12	27
1	13	27
1	14	27
1	15	27
1	1	28
1	2	28
1	3	28
1	4	28
1	5	28
1	6	28
1	7	28
1	8	28
1	9	28
1	10	28
1	11	28
1	12	28
1	13	28
1	14	28
1	15	28
141	1	1
141	2	1
141	3	1
141	4	1
141	5	1
141	6	1
141	7	1
141	8	1
141	9	1
141	10	1
141	11	1
141	12	1
141	13	1
141	14	1
141	15	1
141	1	2
141	2	2
141	3	2
141	4	2
141	5	2
141	6	2
141	7	2
141	8	2
141	9	2
141	10	2
141	11	2
141	12	2
141	13	2
141	14	2
141	15	2
141	1	3
141	2	3
141	3	3
141	4	3
141	5	3
141	6	3
141	7	3
141	8	3
141	9	3
141	10	3
141	11	3
141	12	3
141	13	3
141	14	3
141	15	3
141	1	4
141	2	4
141	3	4
141	4	4
141	5	4
141	6	4
141	7	4
141	8	4
141	9	4
141	10	4
141	11	4
141	12	4
141	13	4
141	14	4
141	15	4
141	1	5
141	2	5
141	3	5
141	4	5
141	5	5
141	6	5
141	7	5
141	8	5
141	9	5
141	10	5
141	11	5
141	12	5
141	13	5
141	14	5
141	15	5
141	1	6
141	2	6
141	3	6
141	4	6
141	5	6
141	6	6
141	7	6
141	8	6
141	9	6
141	10	6
141	11	6
141	12	6
141	13	6
141	14	6
141	15	6
141	1	7
141	2	7
141	3	7
141	4	7
141	5	7
141	6	7
141	7	7
141	8	7
141	9	7
141	10	7
141	11	7
141	12	7
141	13	7
141	14	7
141	15	7
141	1	8
141	2	8
141	3	8
141	4	8
141	5	8
141	6	8
141	7	8
141	8	8
141	9	8
141	10	8
141	11	8
141	12	8
141	13	8
141	14	8
141	15	8
141	1	9
141	2	9
141	3	9
141	4	9
141	5	9
141	6	9
141	7	9
141	8	9
141	9	9
141	10	9
141	11	9
141	12	9
141	13	9
141	14	9
141	15	9
141	1	10
141	2	10
141	3	10
141	4	10
141	5	10
141	6	10
141	7	10
141	8	10
141	9	10
141	10	10
141	11	10
141	12	10
141	13	10
141	14	10
141	15	10
141	1	11
141	2	11
141	3	11
141	4	11
141	5	11
141	6	11
141	7	11
141	8	11
141	9	11
141	10	11
141	11	11
141	12	11
141	13	11
141	14	11
141	15	11
141	1	12
141	2	12
141	3	12
141	4	12
141	5	12
141	6	12
141	7	12
141	8	12
141	9	12
141	10	12
141	11	12
141	12	12
141	13	12
141	14	12
141	15	12
141	1	13
141	2	13
141	3	13
141	4	13
141	5	13
141	6	13
141	7	13
141	8	13
141	9	13
141	10	13
141	11	13
141	12	13
141	13	13
141	14	13
141	15	13
141	1	14
141	2	14
141	3	14
141	4	14
141	5	14
141	6	14
141	7	14
141	8	14
141	9	14
141	10	14
141	11	14
141	12	14
141	13	14
141	14	14
141	15	14
141	1	15
141	2	15
141	3	15
141	4	15
141	5	15
141	6	15
141	7	15
141	8	15
141	9	15
141	10	15
141	11	15
141	12	15
141	13	15
141	14	15
141	15	15
141	1	16
141	2	16
141	3	16
141	4	16
141	5	16
141	6	16
141	7	16
141	8	16
141	9	16
141	10	16
141	11	16
141	12	16
141	13	16
141	14	16
141	15	16
141	1	17
141	2	17
141	3	17
141	4	17
141	5	17
141	6	17
141	7	17
141	8	17
141	9	17
141	10	17
141	11	17
141	12	17
141	13	17
141	14	17
141	15	17
141	1	18
141	2	18
141	3	18
141	4	18
141	5	18
141	6	18
141	7	18
141	8	18
141	9	18
141	10	18
141	11	18
141	12	18
141	13	18
141	14	18
141	15	18
141	1	19
141	2	19
141	3	19
141	4	19
141	5	19
141	6	19
141	7	19
141	8	19
141	9	19
141	10	19
141	11	19
141	12	19
141	13	19
141	14	19
141	15	19
141	1	20
141	2	20
141	3	20
141	4	20
141	5	20
141	6	20
141	7	20
141	8	20
141	9	20
141	10	20
141	11	20
141	12	20
141	13	20
141	14	20
141	15	20
141	1	21
141	2	21
141	3	21
141	4	21
141	5	21
141	6	21
141	7	21
141	8	21
141	9	21
141	10	21
141	11	21
141	12	21
141	13	21
141	14	21
141	15	21
141	1	22
141	2	22
141	3	22
141	4	22
141	5	22
141	6	22
141	7	22
141	8	22
141	9	22
141	10	22
141	11	22
141	12	22
141	13	22
141	14	22
141	15	22
141	1	23
141	2	23
141	3	23
141	4	23
141	5	23
141	6	23
141	7	23
141	8	23
141	9	23
141	10	23
141	11	23
141	12	23
141	13	23
141	14	23
141	15	23
141	1	24
141	2	24
141	3	24
141	4	24
141	5	24
141	6	24
141	7	24
141	8	24
141	9	24
141	10	24
141	11	24
141	12	24
141	13	24
141	14	24
141	15	24
141	1	25
141	2	25
141	3	25
141	4	25
141	5	25
141	6	25
141	7	25
141	8	25
141	9	25
141	10	25
141	11	25
141	12	25
141	13	25
141	14	25
141	15	25
141	1	26
141	2	26
141	3	26
141	4	26
141	5	26
141	6	26
141	7	26
141	8	26
141	9	26
141	10	26
141	11	26
141	12	26
141	13	26
141	14	26
141	15	26
141	1	27
141	2	27
141	3	27
141	4	27
141	5	27
141	6	27
141	7	27
141	8	27
141	9	27
141	10	27
141	11	27
141	12	27
141	13	27
141	14	27
141	15	27
141	1	28
141	2	28
141	3	28
141	4	28
141	5	28
141	6	28
141	7	28
141	8	28
141	9	28
141	10	28
141	11	28
141	12	28
141	13	28
141	14	28
141	15	28
